Ericaceae,Arctostaphylos uva-ursi,mjölon
Ericaceae,Calluna vulgaris,ljung
Ericaceae,Chimaphila umbellata,ryl
Ericaceae,Empetrum nigrum subsp. hermaphroditum,nordkråkbär
Ericaceae,Empetrum nigrum subsp. nigrum,sydkråkbär
Ericaceae,Vaccinium myrtillus,blåbär
Ericaceae,Vaccinium vitis-idaea,lingon
Salicaceae,Salix repens,krypvide
Salicaceae,Salix repens ssp. repens var. argentea,sandvide
